26.26, 4, red, Exit
27.19, 3, red, Exit
27.66, 4, red, Exit
27.89, 3, red, Exit
28.03, 4, red, Exit
33.15, 2, green, Exit
35.95, 4, yellow, Exit
42.01, 2, red, Exit
42.11, 3, red, Exit
42.21, 2, red, Exit
42.57, 3, red, Exit
42.64, 2, red, Exit
42.67, 3, red, Exit
42.77, 2, red, Exit
42.94, 3, red, Exit
42.97, 1, red, Exit
43.10, 3, red, Exit
43.27, 2, red, Exit
43.37, 3, red, Exit
43.40, 2, red, Exit
43.50, 3, red, Exit
43.54, 2, red, Exit
43.64, 1, red, Exit
43.70, 2, red, Exit
43.74, 4, red, Exit
43.84, 3, red, Exit
43.90, 1, red, Exit
43.94, 4, red, Exit
43.97, 2, red, Exit
44.00, 3, red, Exit
44.10, 2, red, Exit
44.20, 3, red, Exit
44.27, 2, red, Exit
44.40, 3, red, Exit
44.44, 2, red, Exit
44.47, 3, red, Exit
44.57, 2, red, Exit
44.60, 3, red, Exit
44.64, 2, red, Exit
44.87, 3, red, Exit
44.90, 2, red, Exit
45.07, 3, red, Exit
45.10, 2, red, Exit
45.13, 3, red, Exit
45.20, 2, red, Exit
45.23, 1, red, Exit
45.27, 3, red, Exit
45.30, 1, red, Exit
45.33, 3, red, Exit
45.47, 1, red, Exit
45.50, 3, red, Exit
45.53, 1, red, Exit
45.57, 2, red, Exit
45.63, 4, red, Exit
45.67, 1, red, Exit
45.70, 2, red, Exit
45.80, 3, red, Exit
45.87, 2, red, Exit
45.97, 1, red, Exit
46.10, 2, red, Exit
46.17, 4, red, Exit
46.20, 1, red, Exit
46.23, 3, red, Exit
46.27, 4, red, Exit
46.40, 1, red, Exit
46.43, 4, red, Exit
46.47, 1, red, Exit
46.50, 4, red, Exit
46.57, 2, red, Exit
46.60, 4, red, Exit
46.67, 4, green, Exit
46.70, 3, red, Exit
46.73, 1, red, Exit
46.77, 3, red, Exit
46.80, 4, red, Exit
46.87, 1, red, Exit
46.90, 4, red, Exit
46.93, 1, red, Exit
47.00, 3, red, Exit
47.10, 4, red, Exit
47.23, 3, red, Exit
47.30, 4, red, Exit
47.33, 2, red, Exit
47.36, 4, red, Exit
47.43, 2, red, Exit
47.50, 3, red, Exit
47.53, 2, red, Exit
47.60, 3, red, Exit
47.63, 4, red, Exit
47.66, 2, red, Exit
47.70, 3, red, Exit
47.73, 2, red, Exit
47.76, 3, red, Exit
47.90, 2, red, Exit
47.93, 1, red, Exit
47.96, 4, red, Exit
48.00, 1, red, Exit
48.06, 2, red, Exit
48.13, 3, red, Exit
48.16, 2, red, Exit
48.20, 1, red, Exit
48.23, 4, red, Exit
48.26, 3, red, Exit
48.30, 4, red, Exit
48.33, 2, red, Exit
48.36, 1, red, Exit
48.40, 2, red, Exit
48.43, 1, red, Exit
48.50, 4, red, Exit
48.63, 2, red, Exit
48.66, 4, red, Exit
48.80, 2, red, Exit
48.83, 3, red, Exit
48.83, 2, yellow, Exit
48.86, 4, red, Exit
49.00, 1, red, Exit
49.13, 2, red, Exit
49.20, 4, red, Exit
49.30, 2, red, Exit
49.33, 4, red, Exit
49.40, 1, red, Exit
49.43, 4, red, Exit
49.50, 2, red, Exit
49.53, 4, red, Exit
49.63, 3, red, Exit
49.66, 4, red, Exit
49.86, 3, red, Exit
49.96, 1, red, Exit
49.99, 2, red, Exit
50.03, 3, red, Exit
50.19, 2, red, Exit
50.23, 3, red, Exit
50.26, 4, red, Exit
50.29, 3, red, Exit
50.36, 2, red, Exit
50.39, 3, red, Exit
50.43, 1, red, Exit
50.53, 2, red, Exit
50.56, 1, red, Exit
50.59, 3, red, Exit
50.63, 1, red, Exit
50.73, 2, red, Exit
50.76, 1, red, Exit
50.79, 3, red, Exit
50.86, 1, red, Exit
51.26, 2, red, Exit
51.29, 3, red, Exit
51.39, 1, red, Exit
51.46, 3, red, Exit
51.56, 2, red, Exit
51.59, 3, red, Exit
51.66, 4, red, Exit
54.95, 2, green, Exit
55.35, 4, green, Exit
56.52, 2, green, Exit
64.17, 3, red, Exit
64.21, 1, red, Exit
64.24, 2, red, Exit
64.27, 3, red, Exit
64.44, 4, red, Exit
64.51, 1, red, Exit
64.54, 4, red, Exit
64.74, 3, red, Exit
64.77, 1, red, Exit
64.81, 4, red, Exit
64.91, 4, green, Exit
64.94, 1, red, Exit
65.11, 4, red, Exit
65.17, 2, red, Exit
65.27, 1, red, Exit
65.31, 3, red, Exit
65.34, 2, red, Exit
65.47, 1, red, Exit
65.54, 2, red, Exit
65.57, 3, red, Exit
65.61, 4, red, Exit
65.74, 3, red, Exit
65.84, 2, red, Exit
65.90, 1, red, Exit
65.94, 3, red, Exit
65.97, 2, red, Exit
66.00, 3, red, Exit
66.04, 2, red, Exit
66.07, 3, red, Exit
66.10, 4, red, Exit
66.14, 1, red, Exit
66.17, 2, red, Exit
66.20, 4, red, Exit
66.30, 3, red, Exit
66.34, 1, red, Exit
66.37, 4, red, Exit
66.44, 1, red, Exit
66.47, 3, red, Exit
66.54, 4, red, Exit
66.57, 1, red, Exit
66.67, 3, red, Exit
66.70, 4, red, Exit
66.74, 3, red, Exit
66.77, 4, red, Exit
66.87, 3, red, Exit
66.94, 1, red, Exit
66.97, 3, red, Exit
67.30, 1, red, Exit
67.34, 3, red, Exit
67.47, 4, red, Exit
67.50, 3, red, Exit
67.70, 2, red, Exit
67.74, 3, red, Exit
67.77, 4, red, Exit
67.80, 3, red, Exit
67.84, 1, red, Exit
67.87, 2, red, Exit
67.90, 3, red, Exit
67.94, 1, red, Exit
68.00, 3, red, Exit
68.03, 1, red, Exit
68.13, 2, red, Exit
68.20, 1, red, Exit
68.23, 4, red, Exit
68.27, 3, red, Exit
68.33, 4, red, Exit
68.40, 3, red, Exit
68.53, 4, red, Exit
68.57, 3, red, Exit
68.73, 2, red, Exit
68.77, 3, red, Exit
68.90, 4, red, Exit
68.93, 1, red, Exit
68.97, 3, red, Exit
69.40, 4, yellow, Exit
69.47, 4, red, Exit
69.50, 3, red, Exit
69.57, 4, red, Exit
69.63, 2, red, Exit
69.67, 4, red, Exit
69.70, 1, red, Exit
69.73, 3, red, Exit
69.80, 4, red, Exit
69.83, 3, red, Exit
69.93, 4, red, Exit
69.97, 3, red, Exit
70.00, 4, red, Exit
70.03, 1, red, Exit
70.07, 4, red, Exit
70.10, 3, red, Exit
70.17, 2, red, Exit
70.20, 3, red, Exit
70.23, 4, red, Exit
70.26, 3, red, Exit
70.50, 4, red, Exit
70.53, 3, red, Exit
70.56, 1, red, Exit
70.60, 4, red, Exit
70.63, 3, red, Exit
70.66, 4, red, Exit
70.70, 3, red, Exit
70.73, 4, red, Exit
70.76, 3, red, Exit
70.90, 1, red, Exit
70.93, 3, red, Exit
71.03, 2, red, Exit
71.06, 3, red, Exit
71.10, 4, red, Exit
71.13, 3, red, Exit
71.20, 4, red, Exit
71.23, 3, red, Exit
71.30, 1, red, Exit
71.36, 3, red, Exit
71.40, 1, red, Exit
71.46, 2, red, Exit
71.53, 4, red, Exit
71.60, 3, red, Exit
71.63, 1, red, Exit
71.70, 3, red, Exit
71.90, 1, red, Exit
71.93, 4, red, Exit
71.96, 3, red, Exit
72.00, 4, red, Exit
72.06, 3, red, Exit
72.10, 2, red, Exit
72.13, 4, red, Exit
72.36, 1, red, Exit
72.40, 4, red, Exit
72.43, 3, red, Exit
72.56, 2, red, Exit
72.59, 4, red, Exit
72.86, 1, red, Exit
72.89, 4, red, Exit
72.96, 1, red, Exit
73.06, 4, red, Exit
73.63, 3, red, Exit
73.66, 4, red, Exit
73.69, 1, red, Exit
73.73, 4, red, Exit
73.79, 3, red, Exit
73.83, 2, red, Exit
73.86, 1, red, Exit
73.89, 4, red, Exit
73.93, 3, red, Exit
73.96, 1, red, Exit
74.13, 4, red, Exit
74.19, 3, red, Exit
74.23, 1, red, Exit
74.26, 3, red, Exit
74.39, 1, red, Exit
74.49, 4, red, Exit
74.63, 1, red, Exit
74.76, 2, red, Exit
74.86, 3, red, Exit
74.96, 4, red, Exit
74.99, 2, red, Exit
75.02, 3, red, Exit
75.06, 2, red, Exit
75.09, 3, red, Exit
75.16, 2, red, Exit
75.22, 1, red, Exit
75.29, 4, red, Exit
75.32, 1, red, Exit
75.39, 2, red, Exit
75.42, 1, red, Exit
75.49, 3, red, Exit
75.52, 1, red, Exit
75.52, 3, green, Exit
75.59, 3, red, Exit
75.76, 1, red, Exit
75.86, 3, red, Exit
75.89, 1, red, Exit
76.02, 3, red, Exit
76.09, 4, green, Exit
76.12, 3, green, Exit
76.16, 2, red, Exit
76.19, 4, red, Exit
76.26, 3, red, Exit
76.29, 2, red, Exit
76.39, 1, red, Exit
76.42, 2, red, Exit
76.56, 4, red, Exit
76.59, 2, red, Exit
76.62, 1, red, Exit
76.69, 2, red, Exit
76.76, 1, red, Exit
76.79, 3, red, Exit
76.86, 2, red, Exit
76.89, 3, red, Exit
76.92, 1, red, Exit
76.99, 3, red, Exit
77.02, 2, red, Exit
77.09, 3, red, Exit
77.12, 2, red, Exit
77.16, 3, red, Exit
77.19, 1, red, Exit
77.25, 3, red, Exit
77.35, 4, red, Exit
77.49, 2, red, Exit
85.11, 4, green, Exit
86.14, 4, red, Exit
86.18, 2, red, Exit
86.21, 4, red, Exit
86.34, 3, red, Exit
86.38, 4, red, Exit
86.41, 3, red, Exit
86.71, 4, red, Exit
86.74, 3, red, Exit
86.94, 2, red, Exit
86.97, 1, red, Exit
87.01, 2, red, Exit
87.04, 1, red, Exit
87.07, 3, red, Exit
87.11, 2, red, Exit
87.17, 3, red, Exit
87.21, 4, red, Exit
87.34, 3, red, Exit
87.37, 4, red, Exit
87.41, 1, red, Exit
87.51, 4, red, Exit
87.54, 3, red, Exit
87.64, 4, red, Exit
87.67, 3, red, Exit
87.74, 1, red, Exit
87.81, 3, red, Exit
87.94, 1, red, Exit
87.97, 3, red, Exit
88.01, 1, red, Exit
88.04, 3, red, Exit
88.07, 4, red, Exit
88.11, 3, red, Exit
88.31, 2, red, Exit
88.34, 1, red, Exit
88.37, 2, red, Exit
88.41, 4, red, Exit
88.44, 3, red, Exit
88.77, 2, red, Exit
88.80, 1, red, Exit
88.84, 3, red, Exit
89.20, 4, red, Exit
89.24, 3, red, Exit
89.30, 4, red, Exit
89.34, 3, red, Exit
89.37, 1, red, Exit
89.40, 3, red, Exit
89.50, 2, red, Exit
89.54, 4, red, Exit
89.64, 3, red, Exit
89.74, 2, red, Exit
89.77, 3, red, Exit
89.80, 4, red, Exit
94.23, 3, red, Exit
94.26, 4, red, Exit
98.02, 2, green, Exit
99.66, 3, red, Exit
99.69, 4, red, Exit
99.69, 2, yellow, Exit
99.96, 1, red, Exit
100.09, 4, red, Exit
100.12, 1, red, Exit
100.22, 4, red, Exit
100.49, 2, red, Exit
100.55, 4, red, Exit
